,target,pred,category,bcountry,nat,movement,out,embedding,lstm,hidden
3012,0.0,[0.16527118],['http://dbpedia.org/resource/Category:Living_people'],['unknown'],['unknown'],['unknown'],0,20,0,0
3013,0.0,[0.08576509],"['http://dbpedia.org/resource/Category:English_contemporary_artists', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Alumni_of_Croydon_College', 'http://dbpedia.org/resource/Category:English_graphic_designers', 'http://dbpedia.org/resource/Category:British_graphic_designers']",['unknown'],['English'],['unknown'],0,4,24,0
3014,1.0,[0.55470973],"['http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:African-American_printmakers', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:21st-century_African-American_artists', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:American_contemporary_artists']",['unknown'],['American'],['http://dbpedia.org/resource/Neo-expressionism'],0,20,0,20
3015,0.0,[0.14478241],"['http://dbpedia.org/resource/Category:21st-century_English_painters', 'http://dbpedia.org/resource/Category:1941_births', 'http://dbpedia.org/resource/Category:Modern_painters', 'http://dbpedia.org/resource/Category:20th-century_English_women_artists', 'http://dbpedia.org/resource/Category:21st-century_English_women_artists', 'http://dbpedia.org/resource/Category:English_watercolourists', 'http://dbpedia.org/resource/Category:English_women_painters']","['http://dbpedia.org/resource/England_football_team', 'http://dbpedia.org/resource/United_Kingdom']",['English'],['http://dbpedia.org/resource/Nostalgic'],0,20,0,0
3016,1.0,[0.78406894],"['http://dbpedia.org/resource/Category:Blind_academics', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Painters_from_Milan']",['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Italian_Renaissance'],0,23,20,24
3017,0.0,[0.05581582],"['http://dbpedia.org/resource/Category:21st-century_American_women_artists', 'http://dbpedia.org/resource/Category:Abstract_painters', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Rhode_Island_School_of_Design_alumni']",['unknown'],['unknown'],['unknown'],0,4,24,0
3018,0.0,[0.8117335],"['http://dbpedia.org/resource/Category:Flemish_Baroque_painters', 'http://dbpedia.org/resource/Category:16th-century_painters']",['http://dbpedia.org/resource/Belgium'],['Flemish'],['unknown'],0,16,15,24
3019,1.0,[0.30798844],"['http://dbpedia.org/resource/Category:Tischbein_family', 'http://dbpedia.org/resource/Category:German_male_painters', 'http://dbpedia.org/resource/Category:People_from_the_Landgraviate_of_Hesse-Kassel', 'http://dbpedia.org/resource/Category:1829_deaths', 'http://dbpedia.org/resource/Category:19th-century_German_painters', 'http://dbpedia.org/resource/Category:People_from_Waldeck-Frankenberg']",['unknown'],['unknown'],['unknown'],0,4,24,1
3020,0.0,[0.23902892],"['http://dbpedia.org/resource/Category:1661_births', 'http://dbpedia.org/resource/Category:1724_deaths', 'http://dbpedia.org/resource/Category:18th-century_Dutch_painters']",['unknown'],['unknown'],['unknown'],0,4,24,0
3021,0.0,[0.07702564],"['http://dbpedia.org/resource/Category:21st-century_American_painters', 'http://dbpedia.org/resource/Category:American_contemporary_painters', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:Maryland_Institute_College_of_Art_alumni']",['unknown'],['American'],['unknown'],0,4,24,0
3022,0.0,[0.15881638],"['http://dbpedia.org/resource/Category:Kazakhstani_women_painters', 'http://dbpedia.org/resource/Category:20th-century_Kazakhstani_painters', 'http://dbpedia.org/resource/Category:21st-century_French_painters', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Soviet_painters']",['unknown'],['http://dbpedia.org/resource/France'],['unknown'],0,15,1,0
3023,0.0,[0.2168451],['http://dbpedia.org/resource/Category:19th-century_English_male_artists'],['unknown'],['unknown'],['unknown'],0,21,1,0
3024,1.0,[0.75834024],"['http://dbpedia.org/resource/Category:People_associated_with_the_Pre-Raphaelite_Brotherhood', 'http://dbpedia.org/resource/Category:People_educated_at_University_College_School', 'http://dbpedia.org/resource/Category:English_art_critics']",['unknown'],['unknown'],['unknown'],0,4,24,19
3025,0.0,[0.3783967],"['http://dbpedia.org/resource/Category:Pintupi', 'http://dbpedia.org/resource/Category:People_from_Goldfields-Esperance', 'http://dbpedia.org/resource/Category:Artists_from_the_Northern_Territory', 'http://dbpedia.org/resource/Category:Australian_Aboriginal_artists']",['unknown'],['unknown'],['unknown'],0,20,0,10
3026,1.0,[0.7816106],"['http://dbpedia.org/resource/Category:Burials_at_Trinity_Church_Cemetery', 'http://dbpedia.org/resource/Category:1765_births', 'http://dbpedia.org/resource/Category:Submarine_pioneers', 'http://dbpedia.org/resource/Category:American_inventors', 'http://dbpedia.org/resource/Category:People_of_colonial_Pennsylvania', 'http://dbpedia.org/resource/Category:Engineers_from_Pennsylvania']",['http://dbpedia.org/resource/United_States'],['unknown'],['unknown'],0,20,5,24
3027,0.0,[0.24133754],"['http://dbpedia.org/resource/Category:People_from_Delavan,_Illinois', 'http://dbpedia.org/resource/Category:1973_deaths', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:20th-century_American_women_artists']",['unknown'],['American'],"['http://dbpedia.org/resource/Magical_Realism', 'http://dbpedia.org/resource/Surrealism']",0,3,24,0
3028,1.0,[0.4905254],"['http://dbpedia.org/resource/Category:Catholic_painters', 'http://dbpedia.org/resource/Category:Renaissance_painters', 'http://dbpedia.org/resource/Category:Painters_from_Florence']",['unknown'],['unknown'],['unknown'],0,20,0,15
3029,1.0,[0.6540603],"['http://dbpedia.org/resource/Category:14th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Gothic_painters', 'http://dbpedia.org/resource/Category:1350_births']",['http://dbpedia.org/resource/Italy'],['unknown'],['unknown'],0,20,10,21
3030,1.0,[0.83579874],"[""http://dbpedia.org/resource/Category:Officiers_of_the_Légion_d'honneur"", 'http://dbpedia.org/resource/Category:19th-century_Belgian_male_artists', 'http://dbpedia.org/resource/Category:1906_deaths', 'http://dbpedia.org/resource/Category:Artists_from_Brussels', 'http://dbpedia.org/resource/Category:19th-century_Belgian_painters', 'http://dbpedia.org/resource/Category:Academic_art', 'http://dbpedia.org/resource/Category:École_des_Beaux-Arts_alumni', 'http://dbpedia.org/resource/Category:1823_births', 'http://dbpedia.org/resource/Category:Burials_at_Père_Lachaise_Cemetery']",['http://dbpedia.org/resource/Belgium'],['http://dbpedia.org/resource/Belgian_people'],"['http://dbpedia.org/resource/Realism_(arts)', 'http://dbpedia.org/resource/Social_realism', 'http://dbpedia.org/resource/Dutch_Golden_Age_painting', 'http://dbpedia.org/resource/Orientalism']",0,20,5,24
3031,0.0,[0.12875141],"['http://dbpedia.org/resource/Category:Hungarian_male_painters', 'http://dbpedia.org/resource/Category:20th-century_Hungarian_male_artists']",['unknown'],['unknown'],['unknown'],0,4,24,0
3032,1.0,[0.6681308],"['http://dbpedia.org/resource/Category:1791_deaths', 'http://dbpedia.org/resource/Category:French_engravers', 'http://dbpedia.org/resource/Category:18th-century_French_painters', 'http://dbpedia.org/resource/Category:1727_births']",['unknown'],['unknown'],['unknown'],0,11,3,18
3033,0.0,[0.51319855],"['http://dbpedia.org/resource/Category:1446_births', 'http://dbpedia.org/resource/Category:15th-century_Italian_painters', 'http://dbpedia.org/resource/Category:1512_deaths']",['unknown'],['unknown'],['unknown'],0,13,4,12
3034,1.0,[0.31914884],"['http://dbpedia.org/resource/Category:Skagen_Painters', 'http://dbpedia.org/resource/Category:20th-century_German_painters', 'http://dbpedia.org/resource/Category:20th-century_German_male_artists']",['unknown'],['unknown'],['unknown'],0,19,9,1
3035,0.0,[0.36756334],"['http://dbpedia.org/resource/Category:Polish_schoolteachers', 'http://dbpedia.org/resource/Category:20th-century_Polish_male_artists', 'http://dbpedia.org/resource/Category:People_from_Orlová', 'http://dbpedia.org/resource/Category:Polish_folklorists', 'http://dbpedia.org/resource/Category:Polish_people_from_Zaolzie', 'http://dbpedia.org/resource/Category:Mauthausen_concentration_camp_survivors', 'http://dbpedia.org/resource/Category:1988_deaths']",['unknown'],['unknown'],['unknown'],0,4,24,2
3036,1.0,[0.6452298],"['http://dbpedia.org/resource/Category:18th-century_Irish_painters', 'http://dbpedia.org/resource/Category:English_male_painters', 'http://dbpedia.org/resource/Category:People_from_Hornsey', 'http://dbpedia.org/resource/Category:Irish_male_painters']",['unknown'],['unknown'],['unknown'],0,20,0,21
3037,1.0,[0.68978316],"['http://dbpedia.org/resource/Category:Cretan_Renaissance_painters', 'http://dbpedia.org/resource/Category:Artists_from_Heraklion', 'http://dbpedia.org/resource/Category:1530s_births', 'http://dbpedia.org/resource/Category:Greek_painters']",['http://dbpedia.org/resource/Greece'],['Greek'],['http://dbpedia.org/resource/Cretan_School'],0,20,5,22
3038,0.0,[0.4232716],"['http://dbpedia.org/resource/Category:21st-century_American_women_artists', 'http://dbpedia.org/resource/Category:1926_births', 'http://dbpedia.org/resource/Category:2013_deaths', 'http://dbpedia.org/resource/Category:American_women_painters', 'http://dbpedia.org/resource/Category:20th-century_American_printmakers', 'http://dbpedia.org/resource/Category:American_women_printmakers', 'http://dbpedia.org/resource/Category:21st-century_American_printmakers', 'http://dbpedia.org/resource/Category:Artists_from_Chicago']",['http://dbpedia.org/resource/United_States'],['American'],['unknown'],0,20,0,10
3039,1.0,[0.9602473],"['http://dbpedia.org/resource/Category:1923_births', 'http://dbpedia.org/resource/Category:Socialist_realist_artists', 'http://dbpedia.org/resource/Category:Members_of_the_Leningrad_Union_of_Artists', 'http://dbpedia.org/resource/Category:Soviet_painters', 'http://dbpedia.org/resource/Category:1983_deaths']",['unknown'],['http://dbpedia.org/resource/Russians'],['http://dbpedia.org/resource/Realist_visual_arts'],0,5,20,24
3040,1.0,[0.5386281],"['http://dbpedia.org/resource/Category:People_from_Truro', 'http://dbpedia.org/resource/Category:Pre-Raphaelite_painters', 'http://dbpedia.org/resource/Category:English_male_painters', 'http://dbpedia.org/resource/Category:19th-century_English_painters', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists']","['http://dbpedia.org/resource/England', 'http://dbpedia.org/resource/United_Kingdom']",['British'],['unknown'],0,20,0,20
3041,0.0,[0.3805383],['http://dbpedia.org/resource/Category:Caribbean_artists'],['unknown'],['unknown'],['unknown'],0,20,0,10
3042,0.0,[0.47752494],"['http://dbpedia.org/resource/Category:Italian_Baroque_painters', 'http://dbpedia.org/resource/Category:1797_deaths', 'http://dbpedia.org/resource/Category:Italian_male_painters']",['unknown'],['unknown'],['unknown'],0,20,0,15
3043,0.0,[0.6077904],"['http://dbpedia.org/resource/Category:Italian_artists', 'http://dbpedia.org/resource/Category:1553_deaths', 'http://dbpedia.org/resource/Category:Italian_potters']",['unknown'],['unknown'],['unknown'],0,20,0,21
3044,0.0,[0.1801017],"['http://dbpedia.org/resource/Category:Flemish_Baroque_painters', 'http://dbpedia.org/resource/Category:Flemish_still_life_painters', 'http://dbpedia.org/resource/Category:18th-century_Flemish_painters', 'http://dbpedia.org/resource/Category:Artists_from_Antwerp', 'http://dbpedia.org/resource/Category:1672_births']",['unknown'],['unknown'],['unknown'],0,5,3,0
3045,0.0,[0.3495114],"['http://dbpedia.org/resource/Category:1986_deaths', 'http://dbpedia.org/resource/Category:Modern_painters', 'http://dbpedia.org/resource/Category:Hungarian_painters']",['unknown'],['unknown'],['unknown'],0,20,1,5
3046,1.0,[0.73496175],"['http://dbpedia.org/resource/Category:19th-century_Neapolitan_people', 'http://dbpedia.org/resource/Category:Accademia_di_Belle_Arti_di_Napoli_faculty', 'http://dbpedia.org/resource/Category:Dutch_engravers', 'http://dbpedia.org/resource/Category:Italian_vedutisti', 'http://dbpedia.org/resource/Category:19th-century_Dutch_painters', 'http://dbpedia.org/resource/Category:18th-century_Neapolitan_people', 'http://dbpedia.org/resource/Category:1790_births']",['unknown'],['unknown'],['unknown'],0,13,17,19
3047,0.0,[0.2882988],['http://dbpedia.org/resource/Category:19th-century_English_male_artists'],['unknown'],['unknown'],['unknown'],0,4,24,1
3048,0.0,[0.5595355],"['http://dbpedia.org/resource/Category:1842_births', 'http://dbpedia.org/resource/Category:Artists_from_Riga', 'http://dbpedia.org/resource/Category:20th-century_Russian_painters', 'http://dbpedia.org/resource/Category:19th-century_male_artists_from_the_Russian_Empire', 'http://dbpedia.org/resource/Category:Russian_watercolorists', 'http://dbpedia.org/resource/Category:People_from_Kreis_Riga', 'http://dbpedia.org/resource/Category:Russian_male_painters']",['http://dbpedia.org/resource/Latvia'],['unknown'],['unknown'],0,4,24,4
3049,0.0,[0.42312586],"['http://dbpedia.org/resource/Category:Oslo_National_Academy_of_the_Arts_alumni', 'http://dbpedia.org/resource/Category:1980_deaths']",['unknown'],['Norwegian'],['unknown'],0,4,24,3
3050,0.0,[0.41034737],"['http://dbpedia.org/resource/Category:Dutch_Golden_Age_painters', 'http://dbpedia.org/resource/Category:1653_deaths', 'http://dbpedia.org/resource/Category:1604_births']",['unknown'],['unknown'],['unknown'],0,20,0,10
3051,0.0,[0.2806631],['http://dbpedia.org/resource/Category:Artists_from_Newcastle_upon_Tyne'],['unknown'],['unknown'],['unknown'],0,4,24,1
3052,0.0,[0.40733245],"['http://dbpedia.org/resource/Category:18th-century_English_male_artists', 'http://dbpedia.org/resource/Category:English_male_painters', 'http://dbpedia.org/resource/Category:Tuberculosis_deaths_in_England', 'http://dbpedia.org/resource/Category:19th-century_deaths_from_tuberculosis', 'http://dbpedia.org/resource/Category:1802_deaths', 'http://dbpedia.org/resource/Category:1775_births', 'http://dbpedia.org/resource/Category:People_from_Southwark']",['unknown'],['unknown'],['unknown'],0,2,14,3
3053,1.0,[0.8092028],"['http://dbpedia.org/resource/Category:Mannerist_painters', 'http://dbpedia.org/resource/Category:1610_deaths', 'http://dbpedia.org/resource/Category:Painters_from_Siena']",['unknown'],['unknown'],['unknown'],0,4,24,24
3054,0.0,[0.06747545],"['http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:1974_births', 'http://dbpedia.org/resource/Category:Canadian_contemporary_artists', 'http://dbpedia.org/resource/Category:Canadian_graphic_designers', 'http://dbpedia.org/resource/Category:Artists_from_Winnipeg']",['unknown'],['unknown'],['unknown'],0,2,14,0
3055,0.0,[0.25525975],"['http://dbpedia.org/resource/Category:1981_deaths', 'http://dbpedia.org/resource/Category:20th-century_French_women_artists']",['http://dbpedia.org/resource/France'],['http://dbpedia.org/resource/France'],['http://dbpedia.org/resource/Abstraction-Création'],0,17,3,0
3056,0.0,[0.13070112],"['http://dbpedia.org/resource/Category:20th-century_American_sculptors', 'http://dbpedia.org/resource/Category:Modern_sculptors', 'http://dbpedia.org/resource/Category:20th-century_American_painters']",['unknown'],['unknown'],['unknown'],0,4,24,0
3057,0.0,[0.2804567],"['http://dbpedia.org/resource/Category:1844_births', 'http://dbpedia.org/resource/Category:19th-century_Romanian_painters', 'http://dbpedia.org/resource/Category:Academy_of_Fine_Arts,_Munich_alumni']","['http://dbpedia.org/resource/Romania', 'http://dbpedia.org/resource/Kingdom_of_Romania']",['Romanian'],['unknown'],0,4,24,1
3058,1.0,[0.6094192],"['http://dbpedia.org/resource/Category:Pre-Raphaelite_illustrators', 'http://dbpedia.org/resource/Category:Book_designers', 'http://dbpedia.org/resource/Category:19th-century_English_painters', 'http://dbpedia.org/resource/Category:Art_Nouveau_designers', 'http://dbpedia.org/resource/Category:People_of_the_Victorian_era', 'http://dbpedia.org/resource/Category:1911_deaths', 'http://dbpedia.org/resource/Category:People_from_Hartlepool', 'http://dbpedia.org/resource/Category:Pre-Raphaelite_painters', 'http://dbpedia.org/resource/Category:English_designers', 'http://dbpedia.org/resource/Category:1833_births', 'http://dbpedia.org/resource/Category:20th-century_English_painters', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists']",['unknown'],['unknown'],['unknown'],0,4,24,9
3059,0.0,[0.18595532],"['http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Artists_from_Madrid', 'http://dbpedia.org/resource/Category:1967_births', 'http://dbpedia.org/resource/Category:20th-century_Spanish_women_artists']",['http://dbpedia.org/resource/Spain'],['Spanish'],['unknown'],0,0,4,0
3060,0.0,[0.40433025],"['http://dbpedia.org/resource/Category:Czech_male_painters', 'http://dbpedia.org/resource/Category:1946_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,10
3061,0.0,[0.27942562],"['http://dbpedia.org/resource/Category:Artists_from_the_Northern_Territory', 'http://dbpedia.org/resource/Category:20th-century_Australian_painters', 'http://dbpedia.org/resource/Category:21st-century_Australian_women_artists']",['unknown'],['unknown'],['http://dbpedia.org/resource/Contemporary_Indigenous_Australian_art'],0,20,0,0
3062,1.0,[0.8014931],"['http://dbpedia.org/resource/Category:Flemish_tapestry_artists', 'http://dbpedia.org/resource/Category:1504_births', 'http://dbpedia.org/resource/Category:Dutch_Renaissance_painters', 'http://dbpedia.org/resource/Category:Flemish_Renaissance_painters', 'http://dbpedia.org/resource/Category:Court_painters']",['unknown'],['unknown'],['unknown'],0,4,24,24
3063,0.0,[0.41039923],"['http://dbpedia.org/resource/Category:19th-century_Italian_male_artists', 'http://dbpedia.org/resource/Category:Painters_from_Palermo', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:1857_births']",['http://dbpedia.org/resource/Italy'],['Italian'],['http://dbpedia.org/resource/Orientalism'],0,3,24,3
3064,1.0,[0.74517727],"['http://dbpedia.org/resource/Category:Court_painters', 'http://dbpedia.org/resource/Category:1780_births']",['http://dbpedia.org/resource/Russia'],['unknown'],['unknown'],0,4,24,19
3065,0.0,[0.5921846],"['http://dbpedia.org/resource/Category:1798_deaths', 'http://dbpedia.org/resource/Category:1731_births', 'http://dbpedia.org/resource/Category:People_from_Valenciennes']",['unknown'],['unknown'],['unknown'],0,20,5,20
3066,1.0,[0.7160745],"['http://dbpedia.org/resource/Category:1657_deaths', 'http://dbpedia.org/resource/Category:Artists_from_Antwerp', 'http://dbpedia.org/resource/Category:Flemish_Baroque_painters', 'http://dbpedia.org/resource/Category:Animal_painters']",['unknown'],['unknown'],['unknown'],0,10,10,19
3067,1.0,[0.46749574],"['http://dbpedia.org/resource/Category:21st-century_Russian_painters', 'http://dbpedia.org/resource/Category:2004_deaths', 'http://dbpedia.org/resource/Category:Repin_Institute_of_Arts_alumni', 'http://dbpedia.org/resource/Category:20th-century_Russian_male_artists', 'http://dbpedia.org/resource/Category:Russian_male_painters', 'http://dbpedia.org/resource/Category:People_from_Mariinsko-Posadsky_District', 'http://dbpedia.org/resource/Category:1918_births']",['http://dbpedia.org/resource/Russia'],['unknown'],['unknown'],0,13,4,7
3068,1.0,[0.7171955],"['http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:20th-century_Italian_painters', 'http://dbpedia.org/resource/Category:19th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Accademia_di_Belle_Arti_di_Firenze_alumni', 'http://dbpedia.org/resource/Category:Painters_from_Florence']",['unknown'],['unknown'],['unknown'],0,14,23,19
3069,0.0,[0.61499304],"['http://dbpedia.org/resource/Category:Hiram_College_alumni', 'http://dbpedia.org/resource/Category:2004_deaths', 'http://dbpedia.org/resource/Category:21st-century_male_artists', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:Artists_from_Cincinnati']",['unknown'],['unknown'],['http://dbpedia.org/resource/Pop_art'],0,4,24,9
3070,1.0,[0.67605144],"[""http://dbpedia.org/resource/Category:Alumni_of_St_John's_Wood_Art_School"", 'http://dbpedia.org/resource/Category:1863_births', 'http://dbpedia.org/resource/Category:19th-century_English_painters', 'http://dbpedia.org/resource/Category:English_male_painters', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists']",['unknown'],['English'],['http://dbpedia.org/resource/Classicism'],0,9,23,14
3071,0.0,[0.42730543],"['http://dbpedia.org/resource/Category:19th-century_Italian_painters', 'http://dbpedia.org/resource/Category:1884_deaths', 'http://dbpedia.org/resource/Category:Artists_from_Trieste']",['http://dbpedia.org/resource/Italy'],['Italian'],['http://dbpedia.org/resource/Romanticism'],0,1,18,3
3072,1.0,[0.8115295],['http://dbpedia.org/resource/Category:1964_in_art'],['unknown'],['unknown'],['unknown'],0,4,24,24
3073,0.0,[0.25617698],['http://dbpedia.org/resource/Category:20th-century_American_male_artists'],['unknown'],['unknown'],['unknown'],0,16,2,0
3074,0.0,[0.42329144],"['http://dbpedia.org/resource/Category:Gay_artists', 'http://dbpedia.org/resource/Category:American_male_film_actors', 'http://dbpedia.org/resource/Category:Deaths_from_cancer_in_California', 'http://dbpedia.org/resource/Category:Gay_comedians', 'http://dbpedia.org/resource/Category:American_stand-up_comedians', 'http://dbpedia.org/resource/Category:Deaths_from_liver_cancer', 'http://dbpedia.org/resource/Category:20th-century_American_comedians', 'http://dbpedia.org/resource/Category:1957_births', 'http://dbpedia.org/resource/Category:LGBT_people_from_California', 'http://dbpedia.org/resource/Category:21st-century_American_comedians']",['unknown'],['unknown'],['unknown'],0,14,14,3
3075,0.0,[0.18721731],"['http://dbpedia.org/resource/Category:Dog_breeders', 'http://dbpedia.org/resource/Category:1831_deaths', 'http://dbpedia.org/resource/Category:1780_births', 'http://dbpedia.org/resource/Category:English_illustrators']",['unknown'],['unknown'],['unknown'],0,4,24,0
3076,0.0,[0.7666635],"['http://dbpedia.org/resource/Category:18th-century_French_painters', 'http://dbpedia.org/resource/Category:Painters_from_Paris']",['http://dbpedia.org/resource/France'],['French'],['unknown'],0,4,24,24
3077,0.0,[0.728354],"['http://dbpedia.org/resource/Category:Dutch_male_painters', 'http://dbpedia.org/resource/Category:Dutch_landscape_painters', 'http://dbpedia.org/resource/Category:1676_deaths', 'http://dbpedia.org/resource/Category:Painters_from_The_Hague']",['unknown'],['unknown'],['unknown'],0,4,24,19
3078,1.0,[0.73806715],"['http://dbpedia.org/resource/Category:People_from_Woodstown,_New_Jersey', 'http://dbpedia.org/resource/Category:1953_deaths', 'http://dbpedia.org/resource/Category:19th-century_American_painters', 'http://dbpedia.org/resource/Category:Artists_from_New_Jersey', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:American_muralists', 'http://dbpedia.org/resource/Category:American_illustrators', 'http://dbpedia.org/resource/Category:20th-century_American_painters']",['http://dbpedia.org/resource/United_States'],['unknown'],"['http://dbpedia.org/resource/Modernism', 'http://dbpedia.org/resource/Realism_(arts)']",0,20,0,23
3079,0.0,[0.5226739],"['http://dbpedia.org/resource/Category:20th-century_Hungarian_painters', 'http://dbpedia.org/resource/Category:1938_deaths', 'http://dbpedia.org/resource/Category:Hungarian_male_painters', 'http://dbpedia.org/resource/Category:20th-century_Hungarian_male_artists', 'http://dbpedia.org/resource/Category:Artists_from_Paris']",['http://dbpedia.org/resource/Hungary'],['http://dbpedia.org/resource/Hungary'],"['http://dbpedia.org/resource/The_Eight_(Nyolcak)', 'http://dbpedia.org/resource/Fauvism']",0,20,0,20
3080,1.0,[0.48970333],"['http://dbpedia.org/resource/Category:French_printmakers', 'http://dbpedia.org/resource/Category:1804_births']",['unknown'],['unknown'],['unknown'],0,4,24,4
3081,1.0,[0.7658484],"['http://dbpedia.org/resource/Category:Peter_Paul_Rubens', 'http://dbpedia.org/resource/Category:Flemish_Baroque_painters', 'http://dbpedia.org/resource/Category:1550s_births', 'http://dbpedia.org/resource/Category:Artists_from_Leiden']",['http://dbpedia.org/resource/Netherlands'],['http://dbpedia.org/resource/Netherlands'],['unknown'],0,20,5,23
3082,1.0,[0.89150107],"['http://dbpedia.org/resource/Category:20th-century_American_photographers', 'http://dbpedia.org/resource/Category:Artists_from_New_York_City', 'http://dbpedia.org/resource/Category:Presidential_Medal_of_Freedom_recipients', 'http://dbpedia.org/resource/Category:American_art_curators', 'http://dbpedia.org/resource/Category:Luxembourgian_emigrants_to_the_United_States', 'http://dbpedia.org/resource/Category:Vogue_(magazine)_people', 'http://dbpedia.org/resource/Category:Photographers_from_New_York_(state)']",['unknown'],['Luxembourg by birth; United States from 1900'],['unknown'],0,20,10,24
3083,1.0,[0.6006691],"['http://dbpedia.org/resource/Category:Italian_Renaissance_architects', 'http://dbpedia.org/resource/Category:1460s_births', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Painters_from_Lombardy', 'http://dbpedia.org/resource/Category:Architects_from_Milan']",['unknown'],['unknown'],['unknown'],0,4,24,9
3084,1.0,[0.25013947],"['http://dbpedia.org/resource/Category:1930s_births', 'http://dbpedia.org/resource/Category:National_Academy_of_Design_members', 'http://dbpedia.org/resource/Category:Canadian_contemporary_painters', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:20th-century_Canadian_women_artists']",['unknown'],['unknown'],['unknown'],0,20,0,0
3085,1.0,[0.5107685],"['http://dbpedia.org/resource/Category:New_Zealand_emigrants_to_Australia', 'http://dbpedia.org/resource/Category:Australian_art_teachers', 'http://dbpedia.org/resource/Category:Australian_male_painters']",['http://dbpedia.org/resource/New_Zealand'],['unknown'],['unknown'],0,4,24,4
3086,1.0,[0.68323946],['http://dbpedia.org/resource/Category:French_Baroque_painters'],['unknown'],['unknown'],['unknown'],0,20,0,22
3087,1.0,[0.32461685],"['http://dbpedia.org/resource/Category:17th-century_chemists', 'http://dbpedia.org/resource/Category:1670_births', 'http://dbpedia.org/resource/Category:1748_deaths', 'http://dbpedia.org/resource/Category:18th-century_German_painters']",['unknown'],['unknown'],['unknown'],0,19,9,1
3088,1.0,[0.65751326],"['http://dbpedia.org/resource/Category:English_landscape_painters', 'http://dbpedia.org/resource/Category:1748_births', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists']",['unknown'],['unknown'],['unknown'],0,24,17,14
3089,0.0,[0.30311275],"['http://dbpedia.org/resource/Category:Modern_painters', 'http://dbpedia.org/resource/Category:Op_art', 'http://dbpedia.org/resource/Category:2002_deaths']",['http://dbpedia.org/resource/France'],['http://dbpedia.org/resource/France'],['http://dbpedia.org/resource/Optical_art'],0,14,14,1
3090,0.0,[0.5051905],['http://dbpedia.org/resource/Category:Artists_from_Bruges'],['http://dbpedia.org/resource/Belgium'],['http://dbpedia.org/resource/Belgium'],['unknown'],0,4,24,4
3091,0.0,[0.3315231],"['http://dbpedia.org/resource/Category:21st-century_American_painters', 'http://dbpedia.org/resource/Category:American_artists_of_Mexican_descent', 'http://dbpedia.org/resource/Category:Deaths_from_lymphoma', 'http://dbpedia.org/resource/Category:2007_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,5
3092,1.0,[0.13244836],"['http://dbpedia.org/resource/Category:American_women_academics', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:Bennington_College_alumni', 'http://dbpedia.org/resource/Category:New_York_University_faculty', 'http://dbpedia.org/resource/Category:Princeton_University_faculty', 'http://dbpedia.org/resource/Category:Political_artists']",['http://dbpedia.org/resource/United_States'],['http://dbpedia.org/resource/United_States'],['unknown'],0,4,24,0
3093,0.0,[0.04555288],"['http://dbpedia.org/resource/Category:1910_births', 'http://dbpedia.org/resource/Category:1979_deaths']",['unknown'],['unknown'],['unknown'],0,4,24,0
